unique_entity_id,blank_deprecated,entity_eft_indicator,cage_code,dodaac,sam_extract_code,purpose_of_registration,initial_registration_date,registration_expiration_date,last_update_date,activation_date,legal_business_name,dba_name,entity_division_name,entity_division_number,physical_address_line_1,physical_address_line_2,physical_address_city,physical_address_province_or_state,physical_address_zip_postal_code,physical_address_zip_code_4,physical_address_country_code,physical_address_congressional_district,dnb_open_data_flag,entity_start_date,fiscal_year_end_close_date,entity_url,entity_structure,state_of_incorporation,country_of_incorporation,business_type_counter,bus_type_string,primary_naics,naics_code_counter,naics_code_string,psc_code_counter,psc_code_string,credit_card_usage,correspondence_flag,mailing_address_line_1,mailing_address_line_2,mailing_address_city,mailing_address_zip_postal_code,mailing_address_zip_code_4,mailing_address_country,mailing_address_state_or_province,govt_bus_poc_first_name,govt_bus_poc_middle_initial,govt_bus_poc_last_name,govt_bus_poc_title,govt_bus_poc_st_add_1,govt_bus_poc_st_add_2,govt_bus_poc_city,govt_bus_poc_zip_postal_code,govt_bus_poc_zip_code_4,govt_bus_poc_country_code,govt_bus_poc_state_or_province,alt_govt_bus_poc_first_name,alt_govt_bus_poc_middle_initial,alt_govt_bus_poc_last_name,alt_govt_bus_poc_title,alt_govt_bus_poc_st_add_1,alt_govt_bus_poc_st_add_2,alt_govt_bus_poc_city,alt_govt_bus_poc_zip_postal_code,alt_govt_bus_poc_zip_code_4,alt_govt_bus_poc_country_code,alt_govt_bus_poc_state_or_province,past_perf_poc_first_name,past_perf_poc_middle_initial,past_perf_poc_last_name,past_perf_poc_title,past_perf_poc_st_add_1,past_perf_poc_st_add_2,past_perf_poc_city,past_perf_poc_zip_postal_code,past_perf_poc_zip_code_4,past_perf_poc_country_code,past_perf_poc_state_or_province,alt_past_perf_poc_first_name,alt_past_perf_poc_middle_initial,alt_past_perf_poc_last_name,alt_past_perf_poc_title,alt_past_perf_poc_st_add_1,alt_past_perf_poc_st_add_2,alt_past_perf_poc_city,alt_past_perf_poc_zip_postal_code,alt_past_perf_poc_zip_code_4,alt_past_perf_poc_country_code,alt_past_perf_poc_state_or_province,elec_bus_poc_first_name,elec_bus_poc_middle_initial,elec_bus_poc_last_name,elec_bus_poc_title,elec_bus_poc_st_add_1,elec_bus_poc_st_add_2,elec_bus_poc_city,elec_bus_poc_zip_postal_code,elec_bus_poc_zip_code_4,elec_bus_poc_country_code,elec_bus_poc_state_or_province,alt_elec_poc_bus_poc_first_name,alt_elec_poc_bus_poc_middle_initial,alt_elec_poc_bus_poc_last_name,alt_elec_poc_bus_poc_title,alt_elec_poc_bus_st_add_1,alt_elec_poc_bus_st_add_2,alt_elec_poc_bus_city,alt_elec_poc_bus_zip_postal_code,alt_elec_poc_bus_zip_code_4,alt_elec_poc_bus_country_code,alt_elec_poc_bus_state_or_province,naics_exception_counter,naics_exception_string,debt_subject_to_offset_flag,exclusion_status_flag,sba_business_types_counter,sba_business_types_string,no_public_display_flag,disaster_response_counter,disaster_response_string,entity_evs_source
,C15REMVD6WQ9,,,5VXT3,,A,Z1,2019-04-04,2025-10-21,2024-10-24,2024-10-22,EIGHTH JUDICIAL CIRCUIT SOLICITORS,,,,600 MONUMENT ST,,GREENWOOD,SC,29646,2638,USA,03,,1900-01-01,0630,scsolicitor8.org,2A,,,0003,12~C7~ZR,,0000,,0000,,N,,PO BOX 516,,GREENWOOD,29646,,USA,SC,BRIAN,,KING,,PO BOX 516,,GREENWOOD,29648,,USA,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIAN,,KING,,PO BOX 516,,GREENWOOD,29648,,USA,SC,,,,,,,,,,,,0000,,N,,0000,,,0000,,E&Y
,C15RF3BY9YF4,,,1PUR8,,A,Z2,2002-03-27,2025-10-29,2024-11-04,2024-11-04,"TYLER ORAL AND FACIAL SURGERY, INC",TYLER ORAL & FACIAL SURGERY INC,,,805 TURTLE CREEK DR,,TYLER,TX,75701,1937,USA,01,,1971-01-01,1231,,2L,TX,USA,0001,2X,621210,0001,621210Y,0000,,Y,,805 TURTLE CREEK DRIVE,,TYLER,75701,1937,USA,TX,LAUREN,,GIBBS,ADMINISTRATOR,805 TURTLE CREEK DRIVE,,TYLER,75701,1937,USA,TX,NANCY,,SLOUGH,,805 TURTLE CREEK DRIVE,,TYLER,75701,1937,USA,TX,,,,,,,,,,,,,,,,,,,,,,,LAUREN,,GIBBS,ADMINISTRATOR,805 TURTLE CREEK DRIVE,,TYLER,75701,1937,USA,TX,NANCY,,SLOUGH,,805 TURTLE CREEK DRIVE,,TYLER,75701,1937,USA,TX,0000,,N,,0000,,,0000,,E&Y
,C15RJ5PABZM7,,,7NMC0,,E,Z2,2016-07-09,2024-09-18,2024-09-18,2023-09-20,SECURITYCERTINSTITUTE,,SECURITYCERTINSTITUTE,,43415 TURNBERRY ISLE CT,,LEESBURG,VA,20176,3911,USA,10,,2016-06-23,1023,https://securitycertinstitute.weebly.com/,2J,VA,USA,0005,23~27~2X~A5~PI,611430,0002,611420Y~611430Y,0008,U001~U006~U008~U009~U010~U012~U014~U099,Y,,43415 TURNBERRY ISLE CT,,LEESBURG,20176,3936,USA,VA,ROSENDO,,CASANOVA,MR.,43415 TURNBERRY ISLE CT,,LEESBURG,20176,,USA,VA,DORIS,R,CASANOVA,CO-OWNER,43415 TURNBERRY ISLE CT,,LEESBURG,20176,,USA,VA,ROSENDO,,CASANOVA,MR.,43415 TURNBERRY ISLE CT,,LEESBURG,20176,,USA,VA,DORIS,R,CASANOVA,CO-OWNER,43415 TURNBERRY ISLE CT,,LEESBURG,20176,,USA,VA,ROSENDO,,CASANOVA,MR.,43415 TURNBERRY ISLE CT,,LEESBURG,20176,,USA,VA,DORIS,R,CASANOVA,CO-OWNER,43415 TURNBERRY ISLE CT,,LEESBURG,20176,,USA,VA,0000,,N,,0000,,,0000,,E&Y
,C15RQUQNCLW3,,,8HZA1,,A,Z1,2020-03-07,2025-04-10,2024-04-15,2024-04-12,"JMH-ANAHEIM FOUNDATION, INC.",JMH-ANAHEIM FOUNDATION INC,"JMH-ANAHEIM FOUNDATION, INC.",,720 S MAGNOLIA AVE,,ANAHEIM,CA,92804,3321,USA,46,,2013-05-08,1231,www.loveanaheim.org,8H,CA,USA,0002,A8~BZ,,0000,,0000,,Y,,720 S. MAGNOLIA AVE.,,ANAHEIM,92804,,USA,CA,NATHAN,,ZUG,EXECUTIVE DIRECTOR,720 S. MAGNOLIA AVE.,,ANAHEIM,92804,,USA,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATHAN,,ZUG,EXECUTIVE DIRECTOR,720 S. MAGNOLIA AVE.,,ANAHEIM,92804,,USA,CA,,,,,,,,,,,,0000,,N,,0000,,,0000,,E&Y
,C15RSEAVPC86,,,5QB07,,A,Z1,2009-09-24,2025-12-03,2024-12-05,2024-12-05,SOUTHSIDE SCHOOL DIST,,,,161 SE COLLIER RD,,SHELTON,WA,98584,8367,USA,06,,1902-09-01,0831,,2A,,,0002,12~H6,,0000,,0000,,N,,161 SE COLLIER ROAD,,SHELTON,98584,8367,USA,WA,PAUL,,WIENEKE,SUPERINTENDENT,161 SE COLLIER RD,,SHELTON,98584,,USA,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAUL,,WIENEKE,SUPERINTENDENT,161 SE COLLIER RD,,SHELTON,98584,,USA,WA,PAULA,,FLINT,,161 SE COLLIER RD,,SHELTON,98584,,USA,WA,0000,,N,,0000,,,0000,,E&Y
,C15RWPNMH747,,,3S5C0,,A,Z1,2004-03-23,2025-03-15,2024-03-21,2024-03-19,PORTABLE PRACTICAL EDUCATIONAL PREPARATI,PORTABLE PRACTICAL EDUCATIONAL PREPARATI,"PORTABLE PRACTICAL EDUCATIONAL PREPARATION, INC.",,802 E 46TH ST,,TUCSON,AZ,85713,5006,USA,07,,1969-12-10,0630,http://www.ppep.org,8H,AZ,USA,0001,A8,,0000,,0000,,Y,,802 E 46TH ST,,TUCSON,85713,5006,USA,AZ,JOHN,D,ARNOLD,,802 E. 46TH STREET,,TUCSON,85713,,USA,AZ,JOHN,D,ARNOLD,,802 E 46TH STREET,,TUCSON,85713,,USA,AZ,,,,,,,,,,,,,,,,,,,,,,,BARBARA,A,CORONADO,,802 E. 46TH STREET,,TUCSON,85713,5006,USA,AZ,ELIZABETH,,WAER,,802 E. 46TH STREET,,TUCSON,85713,5006,USA,AZ,0000,,N,,0000,,,0000,,E&Y
,C15RXHVEUNB5,,,1YW88,,E,Z2,2002-06-14,2024-08-22,2024-08-22,2023-08-25,"CALHOUN COMMUNICATIONS, INC.",,,,503 PROSPERITY WAY,UNIT A,NORTH SIOUX CITY,SD,57049,5517,USA,00,,1986-03-01,0228,HTTP://www.calhouncommunications.com,2L,IA,USA,0002,27~2X,517122,0006,237130Y~238210Y~517121Y~517122Y~517810Y~541330E,0007,5820~H158~H258~H358~H958~K058~L058,N,,P.O. BOX 1355,,NORTH SIOUX CITY,57049,,USA,SD,ANTHONY,,CARPENTER,PRESIDENT,503 PROSPERITY WAY,UNIT A,NORTH SIOUX CITY,57049,,USA,SD,GERALD,,CALHOUN,,705 DOUGLAS STREET,SUITE #540,SIOUX CITY,51101,1048,USA,IA,ANTHONY,,CARPENTER,,705 DOUGLAS STREET,SUITE #540,SIOUX CITY,51101,1048,USA,IA,GERALD,,CALHOUN,,705 DOUGLAS STREET,SUITE #540,SIOUX CITY,51101,1048,USA,IA,ANTHONY,,CARPENTER,PRESIDENT,503 PROSPERITY WAY,UNIT A,NORTH SIOUX CITY,57049,,USA,SD,GERALD,,CALHOUN,,705 DOUGLAS STREET,SUITE #540,SIOUX CITY,51101,1048,USA,IA,0001,541330YYYY,N,,0000,,,0000,,E&Y
,C15SCW42NL84,,,8U7S8,,A,Z1,2021-01-10,2026-01-15,2025-01-22,2025-01-17,HILARITIES COMEDY CLUB LTD,,,,2035 E 4TH ST,,CLEVELAND,OH,44115,1023,USA,11,,1999-01-01,1231,www.hilarities.com,2K,OH,USA,0002,2X~LJ,,0000,,0000,,Y,,2035 EAST 4TH STREET,,CLEVELAND,44115,1023,USA,OH,RON,,DEGRANDIS,CFO,2035 EAST 4TH ST,,CLEVELAND,44115,,USA,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RON,,DEGRANDIS,CFO,2035 EAST 4TH STREET,,CLEVELAND,44115,,USA,OH,,,,,,,,,,,,0000,,N,,0000,,,0000,,E&Y
,C15SNMFW34G5,,,5YQU8,,A,Z2,2010-04-08,2026-01-03,2025-01-07,2025-01-07,DAVINA DOUTHARD INC,,,,400 CORPORATE POINTE,,CULVER CITY,CA,90230,7615,USA,37,,2000-04-21,1231,www.davinadouthard.com,2L,CA,USA,0009,23~27~2X~8E~8W~A2~HQ~OY~XS,541611,0006,541611Y~541820Y~561311Y~561320Y~611430Y~624310Y,0000,,Y,,1601 NORTH SEPULVEDA #527,,MANHATTAN BEACH,90266,5111,USA,CA,DAVINA,,DOUTHARD,CEO,1601 NORTH SEPULVEDA #527,,MANHATTAN BEACH,90266,5111,USA,CA,DAVINA,,DOUTHARD,CEO,1601 NORTH SEPULVEDA #527,,MANHATTAN BEACH,90266,5111,USA,CA,DAVINA,,DOUTHARD,CEO,1601 N. SEPUVLEDA BLVD #527,,MANHATTAN BEACH,90266,5111,USA,CA,,,,,,,,,,,,DAVINA,,DOUTHARD,CEO,1601 NORTH SEPULVEDA #527,,MANHATTAN BEACH,90266,5111,USA,CA,DAVINA,,DOUTHARD,CEO,1601 NORTH SEPULVEDA #527,,MANHATTAN BEACH,90266,5111,USA,CA,0000,,N,,0000,,,0000,,E&Y
,C15SS95SL9T6,,,0D7B2,,A,Z2,2001-08-27,2025-12-12,2024-12-16,2024-12-16,P & S BOAT RENTAL CO INC,,,,535 PORT TERMINAL CIR,,VICKSBURG,MS,39183,1200,USA,02,,1973-12-18,1130,,2L,MS,USA,0001,2X,532411,0001,532411Y,0000,,N,,P O BOX 51,,VICKSBURG,39181,0051,USA,MS,PATRICK,R,SMITH,MR.,P. O. BOX 51,,VICKSBURG,39181,,USA,MS,TERESIA,C,WHITE,MRS.,P. O. BOX 51,,VICKSBURG,39181,,USA,MS,PATRICK,R,SMITH,MR.,P. O. BOX 51,,VICKSBURG,39181,,USA,MS,TERESIA,C,WHITE,MRS.,P. O. BOX 51,,VICKSBURG,39181,,USA,MS,PATRICK,R,SMITH,MR.,P. O. BOX 51,,VICKSBURG,39181,,USA,MS,TERESIA,C,WHITE,MRS.,P O BOX 51,,VICKSBURG,39181,0051,USA,MS,0000,,N,,0000,,,0000,,E&Y
,C15TL2LFT3L5,,,1WPL7,,A,Z2,2002-01-03,2025-05-02,2024-05-07,2024-05-06,VIDEOLINK INC,,,,3401 QUEBEC ST STE 5010,,DENVER,CO,80207,2327,USA,01,,1999-08-01,1231,http://www.videolink.com,2L,CO,USA,0002,2X~XS,517121,0001,517121Y,0001,D300,Y,,3401 QUEBEC ST STE 5010,,DENVER,80207,2327,USA,CO,KEITH,,BAKER,,3401 QUEBEC ST STE 5010,,DENVER,80207,2327,USA,CO,JOHN,,LANGE,,3401 QUEBEC ST,,DENVER,80207,,USA,CO,KEITH,,BAKER,,3401 QUEBEC ST,,DENVER,80207,2331,USA,CO,JOHN,,LANGE,,3401 QUEBEC ST,,DENVER,80207,,USA,CO,KEITH,,BAKER,,3401 QUEBEC ST STE 5010,,DENVER,80207,2327,USA,CO,JOHN,,LANGE,,3401 QUEBEC ST,,DENVER,80207,,USA,CO,0000,,N,,0000,,,0001,ANY,E&Y
,C15UHLJQ5HK3,,,09GM6,,E,Z2,2001-12-17,2024-08-16,2024-08-16,2023-08-21,BALLISTIC APPLICATIONS & MATERIALS INTERNATIONAL LLC,,,,545 CHICORA RD,,BUTLER,PA,16001,2305,USA,16,,1997-04-03,1231,,ZZ,DE,USA,0003,2X~LJ~MF,335139,0016,237310Y~325180Y~325510Y~325520Y~326112Y~334220Y~334290Y~335132Y~335139Y~423450Y~423990Y~488510E~541330E~541611Y~541614Y~541715E,0000,,Y,,545 CHICORA RD,SUITE 9B,BUTLER,16001,2305,USA,PA,STEPHEN,,FITZGIBBON,MEMBER/MANAGER,545 CHICORA RD.,SUITE 9B,BUTLER,16001,,USA,PA,TERESA,,MACKRELL,OFFICE MANAGER,545 CHICORA RD.,SUITE 9B,BUTLER,16001,,USA,PA,STEPHEN,,FITZGIBBON,MEMBER/MANAGER,545 CHICORA RD.,SUITE 9B,BUTLER,16001,,USA,PA,TERESA,,MACKRELL,OFFICE MANAGER,545 CHICORA RD.,SUITE 9B,BUTLER,16001,,USA,PA,TERESA,,MACKRELL,OFFICE MANAGER,545 CHICORA RD.,SUITE 9B,BUTLER,16001,,USA,PA,STEPHEN,,FITZGIBBON,MEMBER/MANAGER,545 CHICORA RD.,SUITE 9B,BUTLER,16001,,USA,PA,0003,488510YY  ~541330YYYY~541715YYYY,N,,0000,,,0001,ANY,E&Y
,C15UL33AUNG1,,,55HW3,,A,Z2,2008-07-31,2026-01-27,2025-01-29,2025-01-29,ABM MECHANICAL INC,,,,33 DOWD RD,,BANGOR,ME,04401,6733,USA,02,,1995-10-27,1231,http://www.abmmechanical.com,8H,ME,USA,0002,2X~XS,238220,0001,238220N,0000,,Y,,33 DOWD ROAD,,BANGOR,04401,6733,USA,ME,BILL,,MACDONALD,,33 DOWD RD,,BANGOR,04401,,USA,ME,ALBERT,,ALLEN,,33 DOWD RD UNIT #1,,BANGOR,04401,,USA,ME,,,,,,,,,,,,,,,,,,,,,,,BILL,,MACDONALD,,33 DOWD RD,,BANGOR,04401,,USA,ME,ALBERT,,ALLEN,,33 DOWD RD UNIT #1,,BANGOR,04401,,USA,ME,0000,,N,,0000,,,0006,CTYME005~CTYME009~CTYME019~MSA0730~MSA6400~STAME,E&Y
,C15VFM1N1VS6,,,8N8G4,,A,Z2,2020-07-02,2025-07-01,2024-07-03,2024-07-03,"INNOVATIVE VIDEO TECHNOLOGY, INC.",INVID TECH,,,355 OSER AVE,,HAUPPAUGE,NY,11788,3607,USA,01,,2016-08-01,1231,https://invidtech.com/,2L,NY,USA,0002,27~2X,334111,0008,334111Y~334112Y~334118Y~334290Y~334310Y~334419Y~423430Y~561621Y,0003,3610~6350~7B22,Y,,355 OSER AVE,,HAUPPAUGE,11788,3607,USA,NY,JOE,,TROIANO,PRESIDENT,355 OSER AVE,,HAUPPAUGE,11788,,USA,NY,MATT,,TROIANO,DIRECTOR OF SALES,355 OSER AVE,,HAUPPAUGE,11788,,USA,NY,JOE,,TROIANO,PRESIDENT,355 OSER AVE,,HAUPPAUGE,11788,,USA,NY,,,,,,,,,,,,JOE,,TROIANO,PRESIDENT,355 OSER AVE,,HAUPPAUGE,11788,,USA,NY,MATT,,TROIANO,DIRECTOR OF SALES,355 OSER AVE,,HAUPPAUGE,11788,,USA,NY,0000,,N,,0000,,,0001,ANY,E&Y
,C15WCWN28FM7,,,6DCY8,,A,Z2,2011-05-03,2025-12-17,2024-12-19,2024-12-19,"AVTEC FINISHING SYSTEMS, INC.",,,,9101 SCIENCE CENTER DR,,MINNEAPOLIS,MN,55428,3625,USA,05,,1985-12-01,1231,HTTP://WWW.THELINDGRENGROUP.COM,2L,MN,USA,0003,2X~MF~XS,332813,0001,332813Y,0002,9535~9545,Y,,9101 SCIENCE CENTER DRIVE,,MINNEAPOLIS,55428,3625,USA,MN,KEN,,BARNES,,2929 1ST AVENUE SOUTH,,MINNEAPOLIS,55408,2306,USA,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHINN,,HANUMAN,,9101 SCIENCE CENTER DRIVE,,NEW HOPE,55428,,USA,MN,,,,,,,,,,,,0000,,N,,0000,,,0000,,E&Y
,C15WEMHQYKG3,,,65ZG2,,A,Z2,2010-10-20,2025-09-03,2024-09-04,2024-09-04,SHARA TAYLOR LTD INC,,"SHARA TAYLOR LTD., INC. DBA SPYASSOCIATES.COM",SHARA TAYL,2 BAY CLUB DR,,BAYSIDE,NY,11360,2957,USA,03,,1999-05-01,1231,https://www.spyassociates.com,2L,FL,USA,0003,27~2X~XS,455219,0002,455219Y~459999Y,0000,,Y,,5030 CHAMPION BLVD # G11-223,,BOCA RATON,33496,2225,USA,FL,JEFFREY,,JURIST,,5030 CHAMPION BLVD # G11-223,,BOCA RATON,33496,,USA,FL,JEFFREY,,JURIST,,2 BAY CLUB DRIVE,SUITE 2-Z,BAYSIDE,11360,2919,USA,NY,,,,,,,,,,,,,,,,,,,,,,,JEFFREY,,JURIST,,5030 CHAMPION BLVD # G11-223,,BOCA RATON,33496,,USA,FL,JEFFREY,,JURIST,,2 BAY CLUB DRIVE,SUITE 2-Z,BAYSIDE,11360,2919,USA,NY,0000,,N,,0000,,,0000,,E&Y
,C15WHSFZZKU4,,,7MAC5,,A,Z2,2016-02-29,2025-11-07,2024-11-15,2024-11-15,FSB - POND JOINT VENTURE,,,,5801 BROADWAY EXT STE 500,,OKLAHOMA CITY,OK,73118,7486,USA,05,,2015-11-19,1231,,ZZ,OK,USA,0001,2X,541310,0002,541310N~541330E,0000,,N,,5801 BROADWAY EXT.FL 500,,OKLAHOMA CITY,73118,7486,USA,OK,LAURE,,MAJOR,DIRECTOR OF BUSINESS DEVELOPMENT,"5801 BROADWAY EXT., FL 500",,OKLAHOMA CITY,73118,,USA,OK,GENE,,BROWN,,5801 BROADWAY EXT STE 500,,OKLAHOMA CITY,73118,,USA,OK,GENE,,BROWN,,5801 BROADWAY EXT STE 500,,OKLAHOMA CITY,73118,,USA,OK,,,,,,,,,,,,EMILY,,AVERY,CONTROLLER,"5801 BROADWAY EXT., FL 500",,OKLAHOMA CITY,73118,,USA,OK,GENE,,BROWN,,5801 BROADWAY EXT STE 500,,OKLAHOMA CITY,73118,,USA,OK,0001,541330NNNN,N,,0000,,,0000,,E&Y
,C15WKAZ8SPS5,,,6R817,,A,Z2,2002-05-16,2025-06-12,2024-06-14,2024-06-14,ELECTROLIZING CORP OF OHIO,,,,1325 E 152ND ST,,CLEVELAND,OH,44112,2014,USA,11,,1948-03-22,1231,,2L,OH,USA,0001,2X,332813,0001,332813Y,0003,9515~9535~9545,Y,,1325 E 152ND ST,,CLEVELAND,44112,0007,USA,OH,GREG,,MARN,,P.O. BOX 12007,1325 E. 152 ST,CLEVELAND,44112,,USA,OH,BILL,,LOUCKS,,P.O. BOX 12007,1325 E. 152 ST,CLEVELAND,44112,,USA,OH,BILL,,LOUCKS,,P.O. BOX 12007,1325 E. 152 ST,CLEVELAND,44112,0007,USA,OH,BILL,,LOUCKS,,P.O. BOX 12007,1325 E. 152 ST,CLEVELAND,44112,0007,USA,OH,GREG,,MARN,,P.O. BOX 12007,1325 E. 152 ST,CLEVELAND,44112,0007,USA,OH,DIANE,,PRESSLY,,P.O. BOX 12007,1325 E. 152 ST,CLEVELAND,44112,0007,USA,OH,0000,,N,,0000,,,0000,,E&Y
,C15WQAMCPH97,,,0YBC7,,A,Z2,2001-06-12,2026-01-21,2025-01-23,2025-01-23,"DEL-RAY GLASS, INC",,,,6621 RICHMOND HWY,,ALEXANDRIA,VA,22306,6602,USA,08,,1953-01-01,1231,http://www.delrayglass.com,2L,VA,USA,0001,2X,238150,0001,238150Y,0000,,Y,,6621 RICHMOND HWY,,ALEXANDRIA,22306,6602,USA,VA,MUAZAM,,ISLAM,,6621 RICHMOND HWY,,ALEXANDRIA,22306,6602,USA,VA,ROY,,SALINAS,,6621 RICHMOND HWY,,ALEXANDRIA,22306,6602,USA,VA,,,,,,,,,,,,,,,,,,,,,,,KEITH,,PAPANICOLAS,,6621 RICHMOND HWY,,ALEXANDRIA,22306,6602,USA,VA,KEITH,,PAPANICOLAS,,6621 RICHMOND HWY,,ALEXANDRIA,22306,6602,USA,VA,0000,,N,,0000,,,0000,,E&Y
,C15WR9414LF1,,,87SK9,,A,Z2,2018-11-29,2025-12-12,2024-12-16,2024-12-16,CALKINS CONSTRUCTION INC,,,,16354 OAK SPRINGS DR,,RAMONA,CA,92065,4263,USA,48,,2018-06-01,1230,,2L,CA,USA,0006,23~27~2X~A5~PI~QF,236220,0028,236118Y~236210Y~236220Y~238110Y~238120Y~238130Y~238140Y~238150Y~238160Y~238170Y~238190Y~238210Y~238220Y~238290Y~238310Y~238320Y~238330Y~238340Y~238350Y~238390Y~238910Y~238990E~541611Y~541618Y~561210Y~561720Y~561730Y~561740Y,0000,,Y,,16354 OAK SPRINGS DR,,RAMONA,92065,4263,USA,CA,BRIAN,,CALKINS,,16354 OAK SPRINGS DRIVE,,RAMONA,92065,,USA,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIAN,,CALKINS,,16354 OAK SPRINGS DRIVE,,RAMONA,92065,,USA,CA,,,,,,,,,,,,0001,238990YY  ,N,,0000,,,0003,STAAZ~STAFL~STATX,E&Y
,C15WYJXP7CA9,,,,,A,Z1,2024-06-05,2025-06-11,2024-06-11,2024-06-11,ALLIANCE.GLOBAL,,ALLIANCE.GLOBAL,,"11-A SICHNEVOHO POVSTANNIA STREET, APARTMENT 54, ROOM 2",,KYIV,,01010,,UKR,,,2002-10-25,1231,http://ga.net.ua/en/,ZZ,,UKR,0001,A8,,0000,,0000,,N,,"11-A SICHNEVOHO POVSTANNIA STREET, APARTMENT 54, ROOM 2",,KYIV,01010,,UKR,,ANTON,,SHEVCHENKO,,"62-B, BOHDANA KHMELNYTSKOHO STREET, OFFICE #1",,KYIV,01030,,UKR,UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANTON,,SHEVCHENKO,,"62-B, BOHDANA KHMELNYTSKOHO STREET, OFFICE #1",,KYIV,01030,,UKR,UA,,,,,,,,,,,,0000,,,,0000,,,0000,,E&Y
,C15XCJV55CR5,,,4ZZ05,,A,Z2,2008-02-21,2025-08-20,2024-08-21,2024-08-21,COURTYARD MANAGEMENT LLC,,COURTYARD MANAGEMENT LLC,311MC,500 E 1ST ST,,LONG BEACH,CA,90802,5024,USA,42,,1995-09-01,1231,www.courtyardlongbeach.com,2L,CA,USA,0001,2X,721110,0001,721110N,0004,9999~R499~V231~X1AB,Y,,COURTYARD LONG BEACH DOWNTOWN,500 E 1ST ST,LONG BEACH,90802,5024,USA,CA,LESLIE,,CONREY,AREA SALES LEADER,500 E 1ST STREET,,LONG BEACH,90802,5024,USA,CA,SILVANO,,MERLO,GENERAL MANAGER,500 E. FIRST STREET,,LONG BEACH,90802,5024,USA,CA,,,,,,,,,,,,,,,,,,,,,,,SILVANO,,MERLO,GENERAL MANAGER,500 E 1ST STREET,,LONG BEACH,90802,5024,USA,CA,SILVANO,,MERLO,GENERAL MANAGER,500 E. FIRST STREET,,LONG BEACH,90802,5024,USA,CA,0000,,N,,0000,,,0000,,E&Y
,C15XDVLVZKW5,,,952A0,,A,Z2,2021-08-23,2026-01-17,2025-01-21,2025-01-21,"PARMA OH I FGF, LLC",,,,1 N WACKER DR STE 4025,,CHICAGO,IL,60606,2844,USA,07,,2021-06-10,1231,,2K,DE,USA,0001,2X,531190,0002,531120E~531190E,0000,,N,,1 N WACKER DR STE 4025,,CHICAGO,60606,2844,USA,IL,JESSICA,,PARNELL,SENIOR LEASE ADMINISTRATOR,PO BOX 13470,,RICHMOND,23225,,USA,VA,ANNETTE,,LAWRENCE,SENIOR LEASE ADMINISTRATOR,PO BOX 13470,,RICHMOND,23225,,USA,VA,,,,,,,,,,,,,,,,,,,,,,,MATHEW,,COX,PROPERTY MANAGER,PO BOX 13470,,RICHMOND,23225,,USA,VA,,,,,,,,,,,,0002,531120YY  ~531190YY  ,N,,0000,,NPDY,0000,,E&Y
,C15XM9XK2NH6,,,52K24,,A,Z2,2008-04-30,2025-05-15,2024-05-17,2024-05-17,"RABEN GROUP, LLC (THE)",,,,525 9TH ST NW FL 7,,WASHINGTON,DC,20004,2157,USA,98,,2001-02-01,1231,http://www.rabengroup.com,2J,DC,USA,0002,2X~LJ,541820,0001,541820N,0000,,N,,525 9TH ST NW FL 7,,WASHINGTON,20004,2157,USA,DC,SIDRA,,ZIA,,"525 9TH ST NW, 7TH FLOOR",,WASHINGTON,20004,,USA,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIDRA,,ZIA,,"525 9TH ST NW, 7TH FLOOR",,WASHINGTON,20004,,USA,DC,SIDRA,,ZIA,,"525 9TH ST NW, 7TH FLOOR",,WASHINGTON,20004,,USA,DC,0000,,N,,0000,,,0000,,E&Y
,C15XNFTJUUB8,,,8D8C3,,A,Z2,2019-08-15,2025-04-12,2024-04-19,2024-04-19,"ENG AV, INC.",,,,231 COMMERCE PKWY,,PELHAM,AL,35124,1396,USA,06,,2005-03-29,1231,www.engav.com,2L,AL,USA,0003,27~2X~XS,541512,0008,238210Y~334118Y~423620Y~541330E~541490Y~541512Y~541990Y~561790Y,0006,5820~B540~B544~DE10~DG01~H259,N,,231 COMMERCE PKWY,,PELHAM,35124,1396,USA,AL,GARY,,BOACKLE,,231 COMMERCE PARKWAY,,PELHAM,35124,,USA,AL,,,,,,,,,,,,DONNA,,BOACKLE,PRESIDENT,231 COMMERCE PARKWAY,,PELHAM,35124,,USA,AL,,,,,,,,,,,,DONNA,,BOACKLE,,231 COMMERCE PARKWAY,,PEHAM,35124,,USA,AL,DONNA,,BOACKLE,,231 COMMERCE PARKWAY,,PELHAM,35124,,USA,AL,0001,541330YYYY,N,,0000,,,0000,,E&Y
